city,lat,lng,country,population
Vecchiano,43.7833,10.3833,Italy,11825.0
Wallington,40.8536,-74.1069,United States,11825.0
Provins,48.5604,3.299,France,11824.0
Baranzate,45.5167,9.1,Italy,11823.0
Westview,25.8825,-80.2415,United States,11823.0
Ulverston,54.193,-3.09,United Kingdom,11822.0
Amherst,42.8706,-71.6068,United States,11821.0
Endwell,42.1184,-76.0219,United States,11821.0
Groß-Enzersdorf,48.2,16.55,Austria,11817.0
Langgöns,50.5,8.6667,Germany,11817.0
Camposampiero,45.5667,11.9333,Italy,11817.0
Palos Heights,41.6637,-87.7958,United States,11817.0
Tapiratiba,-21.4678,-46.7489,Brazil,11816.0
Chilonga,-12.0244,31.3364,Zambia,11816.0
Pacé,48.1477,-1.7739,France,11815.0
Barokhar,24.9167,81.9667,India,11815.0
Toualet,32.7333,-7.1833,Morocco,11815.0
Wargal,17.7751,78.6181,India,11814.0
Menfi,37.6078,12.9686,Italy,11814.0
Mountougoula,12.5289,-7.8217,Mali,11814.0
Jataìzinho,-23.2539,-50.98,Brazil,11813.0
Barrafranca,37.3667,14.2,Italy,11813.0
Mariehamn,60.1,19.9333,Finland,11812.0
Tīkar,24.4194,81.3776,India,11812.0
Holalu,14.8406,75.7144,India,11812.0
Befandefa,-22.146,43.3035,Madagascar,11812.0
Ostrhauderfehn,53.1167,7.6167,Germany,11811.0
Bocaina,-22.1361,-48.5181,Brazil,11810.0
Dolo Bay,4.1833,42.0833,Ethiopia,11810.0
Yakushima,30.39,130.6511,Japan,11810.0
Portela,38.7828,-9.1111,Portugal,11809.0
Mboro,15.1327,-16.8768,Senegal,11809.0
Middle Valley,35.1877,-85.1959,United States,11808.0
Sonosari,-7.8014,110.3644,Indonesia,11807.0
Pilis,47.2858,19.5469,Hungary,11806.0
Richfield,43.2372,-88.2413,United States,11806.0
Château-Gontier,47.8286,-0.7028,France,11805.0
Salem,40.9049,-80.8492,United States,11805.0
Hartsville,36.3921,-86.1568,United States,11805.0
Virgem da Lapa,-16.8039,-42.3428,Brazil,11804.0
Parsa,25.7721,86.1754,India,11804.0
Lunenburg,42.5897,-71.7199,United States,11804.0
Oswaldtwistle,53.743,-2.393,United Kingdom,11803.0
Kākalūr,13.1394,79.9287,India,11803.0
Evanston,41.2602,-110.9646,United States,11803.0
Thogapalle,17.1279,80.6355,India,11802.0
Ghabāghib,33.1824,36.2253,Syria,11802.0
Serra do Salitre,-19.1108,-46.69,Brazil,11801.0
Bad Dürrenberg,51.2833,12.0667,Germany,11801.0
Nordestina,-10.8228,-39.4278,Brazil,11800.0
Jalalaqsi,3.3766,45.5996,Somalia,11800.0
Hobyo,5.3505,48.5268,Somalia,11800.0
Vermillion,42.7811,-96.9256,United States,11800.0
Vedène,43.9783,4.9039,France,11799.0
Irmo,34.1018,-81.1956,United States,11799.0
Beladi,13.1464,74.9399,India,11798.0
Smithfield,35.5133,-78.3495,United States,11798.0
Portoferraio,42.8167,10.3167,Italy,11797.0
Škofja Loka,46.1672,14.303,Slovenia,11797.0
Deerlijk,50.85,3.35,Belgium,11796.0
Barapiré,14.3053,-3.0517,Mali,11796.0
Oued Cheham,36.3833,7.7667,Algeria,11795.0
Novi Marof,46.1667,16.3333,Croatia,11795.0
Sussex,43.1346,-88.2226,United States,11795.0
Sânpetru,45.7167,25.6333,Romania,11794.0
Ulricehamn,57.7917,13.4186,Sweden,11794.0
Bullas,38.0497,-1.6706,Spain,11793.0
Oued Seguin,36.171,6.42,Algeria,11792.0
Valga,57.7833,26.0333,Estonia,11792.0
Susegana,45.85,12.25,Italy,11792.0
Srīrāmpuram,10.4346,77.8075,India,11791.0
Khānaqīn,34.3483,45.3906,Iraq,11791.0
Axixá,-2.8369,-44.0528,Brazil,11790.0
Billerbeck,51.9792,7.295,Germany,11790.0
Zaō,39.0981,140.6587,Japan,11790.0
Muping,30.3692,102.8139,China,11789.0
Spreitenbach,47.4181,8.3661,Switzerland,11788.0
Kete Krachi,7.7939,-0.0498,Ghana,11788.0
Tortoreto,42.8,13.9167,Italy,11788.0
Biknūr,18.215,78.4367,India,11787.0
Tiny,44.6833,-79.95,Canada,11787.0
Ryūō,35.0667,136.1167,Japan,11786.0
Destrehan,29.9626,-90.3676,United States,11786.0
Cafayate,-26.0833,-65.9667,Argentina,11785.0
Oropesa,40.0922,0.1339,Spain,11785.0
Comalapa,12.2833,-85.5,Nicaragua,11785.0
Aougrout,28.7,0.3167,Algeria,11784.0
Vegarai,11.0903,77.9679,India,11784.0
Roda,30.682,75.0195,India,11784.0
Los Alamitos,33.7971,-118.0592,United States,11784.0
Épinay-sous-Sénart,48.6948,2.5147,France,11783.0
Wolmirstedt,52.2519,11.6297,Germany,11782.0
Limburgerhof,49.4167,8.4,Germany,11781.0
Portomaggiore,44.7,11.8,Italy,11780.0
Ronchi dei Legionari,45.8333,13.5,Italy,11780.0
Ngerengere,-6.75,38.1167,Tanzania,11780.0
Kehen,-8.5589,115.2869,Indonesia,11779.0
Fiume Veneto,45.9333,12.7333,Italy,11779.0
Bolívar,5.9911,-73.7739,Colombia,11778.0
Baitoa,19.32,-70.7,Dominican Republic,11778.0
Kotelva,50.0,3.0,Ukraine,11778.0
Santa Ana,14.0643,-87.9534,Honduras,11777.0
Yeniçiftlik,41.0167,27.85,Turkey,11777.0
Geisenheim,49.9844,7.9672,Germany,11776.0
Sidi Ladjel,35.4333,2.5,Algeria,11776.0
Chiautla de Tapia,18.3015,-98.6034,Mexico,11776.0
Hauzenberg,48.65,13.6333,Germany,11775.0
Bechloul,36.3167,4.0667,Algeria,11775.0
Sahasmal,26.2461,87.4983,India,11775.0
Woodmere,29.8493,-90.0751,United States,11775.0
Khānsāhibpuram,9.6304,77.6028,India,11774.0
Strunino,56.3667,38.5833,Russia,11774.0
Knowsley,53.4498,-2.8501,United Kingdom,11773.0
Borgaro Torinese,45.1521,7.658,Italy,11773.0
Alamedin,42.89,74.63,Kyrgyzstan,11773.0
Leingarten,49.15,9.1167,Germany,11772.0
Negēlē,5.3167,39.5833,Ethiopia,11772.0
Vauvert,43.6942,4.2769,France,11772.0
Zhatay,62.15,129.8167,Russia,11772.0
Shagonar,51.55,92.7667,Russia,11772.0
Pragatinagar,27.6667,84.1833,Nepal,11771.0
São Gonçalo do Pará,-19.9828,-44.8589,Brazil,11770.0
Oestrich-Winkel,50.0025,8.0175,Germany,11769.0
San Pedro,17.9214,-87.9611,Belize,11767.0
Sīpālakottai,9.8493,77.4517,India,11767.0
Kotha Gurū,30.4419,75.0948,India,11767.0
Bitetto,41.0333,16.75,Italy,11767.0
Drolshagen,51.0333,7.7667,Germany,11766.0
Brotas de Macaúbas,-11.9989,-42.6258,Brazil,11765.0
Eichenau,48.1667,11.3167,Germany,11765.0
Kissing,48.3,10.9833,Germany,11764.0
Medina Sidonia,36.4667,-5.9167,Spain,11764.0
Kissane Ltouqi,34.6,-5.0833,Morocco,11763.0
Söderhamn,61.3,17.05,Sweden,11761.0
Hankey,-33.8314,24.8808,South Africa,11761.0
Walldürn,49.5831,9.3681,Germany,11760.0
Owk,15.2167,78.1167,India,11760.0
Batočina,44.15,21.0833,Serbia,11760.0
Tornquist,-38.1,-62.2167,Argentina,11759.0
Agcogon,12.07,121.93,Philippines,11759.0
Jaitwār,24.732,80.8602,India,11758.0
Kornepādu,16.2444,80.3857,India,11758.0
Alken,50.8757,5.3079,Belgium,11757.0
Kőszeg,47.3819,16.5522,Hungary,11757.0
Annakāttumūla,9.8575,76.4009,India,11757.0
Pastpār,25.8275,86.8327,India,11757.0
Mios,44.6058,-0.9356,France,11756.0
Sher Muhammadpuram,18.2997,83.8331,India,11756.0
Putnam Valley,41.398,-73.8368,United States,11756.0
Hawkesbury,45.6,-74.6,Canada,11755.0
Blace,43.2906,21.2847,Serbia,11754.0
Monción,19.4167,-71.1667,Dominican Republic,11753.0
Elektrėnai,54.7886,24.6612,Lithuania,11753.0
Kuchinarai,16.541,104.05,Thailand,11753.0
Largo,38.88,-76.8289,United States,11753.0
Minehead,51.204,-3.481,United Kingdom,11752.0
Tarrytown,41.0647,-73.8672,United States,11752.0
Agadi,14.819,75.469,India,11751.0
Waldniel,51.2131,6.2731,Germany,11750.0
Rājāram,18.987,79.0844,India,11750.0
Tiruvādānai,9.7841,78.9172,India,11750.0
Sāmalpatti,12.3167,78.5,India,11750.0
José María Morelos,19.75,-88.7,Mexico,11750.0
Padinjāremuri,10.2661,76.1461,India,11749.0
Murukondapādu,15.9174,80.4131,India,11749.0
Ganapavaram,16.7,81.4667,India,11749.0
Abhia,25.3499,87.1427,India,11748.0
Edéia,-17.3389,-49.9308,Brazil,11747.0
Waltikon,47.3667,8.5833,Switzerland,11747.0
Chināval,21.1964,75.9261,India,11747.0
Francofonte,37.2333,14.8833,Italy,11746.0
Tolcayuca,19.95,-98.9167,Mexico,11746.0
Sandy,41.1447,-78.7295,United States,11746.0
Bajiao,27.6573,108.1937,China,11745.0
Konand,25.1729,85.6842,India,11745.0
View Park-Windsor Hills,33.9955,-118.3483,United States,11744.0
Miller Place,40.9374,-72.9864,United States,11743.0
Olivenza,38.6858,-7.1008,Spain,11742.0
Bershad,48.3728,29.5325,Ukraine,11742.0
Lindenberg im Allgäu,47.6,9.9,Germany,11741.0
An Cabhán,53.9908,-7.3606,Ireland,11741.0
Bajestān,34.5178,58.1844,Iran,11741.0
Serravalle Pistoiese,43.9,10.8333,Italy,11740.0
Mương Theng,21.3869,103.0156,Vietnam,11740.0
The Pinery,39.4462,-104.7591,United States,11740.0
Carignan,45.45,-73.3,Canada,11740.0
Magdagachi,53.45,125.8,Russia,11739.0
Ban Phan Don,17.1427,102.9726,Thailand,11739.0
Chāltābāria,22.2347,88.5014,India,11738.0
James Island,32.7353,-79.9394,United States,11738.0
Cernay,47.81,7.18,France,11737.0
Vengavasal,12.8991,80.169,India,11737.0
Pritzwalk,53.15,12.1833,Germany,11736.0
Yamamoto,37.9624,140.8775,Japan,11736.0
Gulfport,27.7463,-82.7099,United States,11735.0
Trinidad,5.4089,-71.6622,Colombia,11734.0
Hackney,51.541,-0.027,United Kingdom,11734.0
Chintapalle,16.8936,80.1387,India,11734.0
San Nicolás de los Ranchos,19.0667,-98.4833,Mexico,11734.0
Río Colorado,-38.9908,-64.0958,Argentina,11733.0
Harrislee,54.7972,9.3764,Germany,11733.0
Dināra,25.247,84.063,India,11733.0
Lawrenceburg,35.2497,-87.3325,United States,11732.0
Lakeville,41.831,-70.9594,United States,11732.0
Chaumont-Gistoux,50.6839,4.6947,Belgium,11731.0
Zhetibay,43.5942,52.0789,Kazakhstan,11731.0
Winfield,37.274,-96.95,United States,11731.0
Altstätten,47.378,9.5488,Switzerland,11730.0
Zaouiet Says,32.7931,-8.6506,Morocco,11730.0
College,64.8694,-147.8216,United States,11730.0
Geisenfeld,48.6667,11.6,Germany,11729.0
Hardiyā,26.9443,84.8542,India,11729.0
Mestrino,45.4522,11.7447,Italy,11728.0
Sveti Nikole,41.865,21.9425,North Macedonia,11728.0
Ontario,44.0259,-116.976,United States,11728.0
Emmaus,40.5352,-75.4978,United States,11727.0
Schwaigern,49.1333,9.05,Germany,11726.0
Mutia,8.4176,123.4771,Philippines,11726.0
Maizières-lès-Metz,49.2125,6.1617,France,11725.0
Manevychi,51.2914,25.5331,Ukraine,11725.0
Marktheidenfeld,49.85,9.6,Germany,11724.0
Cossimbāzār,24.12,88.28,India,11724.0
Ambatofisaka II,-20.0867,47.8967,Madagascar,11724.0
Dugny,48.95,2.4167,France,11723.0
Baghauni,25.9338,86.0594,India,11722.0
Golub-Dobrzyń,53.1,19.05,Poland,11722.0
Krujë,41.5108,19.7925,Albania,11721.0
Deutschlandsberg,46.8161,15.215,Austria,11721.0
Nellipoyil,11.4403,76.0406,India,11721.0
Appingedam,53.3167,6.8667,Netherlands,11721.0
Guatajiagua,13.6667,-88.2,El Salvador,11721.0
Burley,42.5379,-113.7926,United States,11721.0
Carmiano,40.3461,18.0461,Italy,11720.0
Carmen,9.2289,126.0167,Philippines,11720.0
Douglas,31.5065,-82.8544,United States,11720.0
Chūndal,10.6175,76.0947,India,11719.0
Soalandy,-18.9997,47.4984,Madagascar,11719.0
Aleksandrów Kujawski,52.8767,18.6936,Poland,11719.0
Puente Nacional,5.8833,-73.6833,Colombia,11718.0
Tadley,51.3506,-1.1376,United Kingdom,11718.0
Lansing,42.5667,-76.5316,United States,11717.0
Auta,25.3882,85.9558,India,11716.0
North Wantagh,40.6983,-73.5086,United States,11716.0
Malone,44.7956,-74.2859,United States,11714.0
Kamin-Kashyrskyi,51.62,24.9653,Ukraine,11713.0
Piranhas,-16.4269,-51.8219,Brazil,11712.0
Alegría,13.5,-88.4833,El Salvador,11712.0
Medulla,27.957,-81.9866,United States,11712.0
Nandimandalam,14.4052,78.5246,India,11711.0
Sääminki,61.8675,28.8786,Finland,11710.0
Wetherby,53.9276,-1.3839,United Kingdom,11710.0
Marquette-lès-Lille,50.6764,3.0667,France,11709.0
Ubaí,-16.285,-44.7778,Brazil,11708.0
Sindalakkundu,10.3665,77.9046,India,11707.0
Macusani,-14.0692,-70.4311,Peru,11707.0
Costa de Caparica,38.6446,-9.2356,Portugal,11707.0
Malkā,32.6653,35.7333,Jordan,11706.0
Scharbeutz,54.0214,10.7456,Germany,11704.0
Bithān,25.6954,86.2789,India,11704.0
Utiel,39.5672,-1.2067,Spain,11703.0
Sowerby Bridge,53.71,-1.91,United Kingdom,11703.0
Semri,25.3404,84.197,India,11703.0
Hanover,40.6668,-75.3979,United States,11703.0
Zwönitz,50.6167,12.8,Germany,11702.0
Pueblo Nuevo,14.65,-91.5333,Guatemala,11702.0
Rattihalli,14.4167,75.5,India,11702.0
Hanover,43.7156,-72.191,United States,11702.0
Gatumba,-3.3333,29.25,Burundi,11700.0
Chakai,26.0884,87.6154,India,11700.0
Nakasongola,1.315,32.465,Uganda,11700.0
Azcoitia,43.1792,-2.3106,Spain,11697.0
Sengurichchi,10.3756,78.1658,India,11697.0
Bopfingen,48.8569,10.3522,Germany,11696.0
Ūjhāna,29.7155,76.1341,India,11696.0
Chorleywood,51.65,-0.51,United Kingdom,11695.0
Olhanpur,25.8855,84.8186,India,11695.0
Risca,51.608,-3.091,United Kingdom,11693.0
Orono,44.8867,-68.7166,United States,11693.0
Tibbar,31.9697,75.4159,India,11692.0
Kennebunk,43.3972,-70.5707,United States,11692.0
Vellār,11.8938,77.9698,India,11691.0
Zārach,31.9908,54.2319,Iran,11691.0
Ibirá,-21.08,-49.2408,Brazil,11690.0
Ostbevern,52.0389,7.8458,Germany,11690.0
Nova Gradiška,45.25,17.3833,Croatia,11690.0
Tiszakécske,46.9311,20.095,Hungary,11690.0
Oued Laou,35.45,-5.0833,Morocco,11690.0
North Union,39.9101,-79.6733,United States,11690.0
Barkāgaon,23.8553,85.215,India,11689.0
Ángel R. Cabada,18.5969,-95.4453,Mexico,11689.0
Óbidos,39.362,-9.1571,Portugal,11689.0
Iver,51.521,-0.507,United Kingdom,11688.0
Brejetuba,-20.1458,-41.29,Brazil,11687.0
Thiers,45.8572,3.5483,France,11686.0
Rostam Kolā,36.6789,53.4297,Iran,11686.0
Jacó,9.62,-84.6044,Costa Rica,11685.0
Lom Sak,16.7798,101.2422,Thailand,11685.0
Luís Alves,-26.7208,-48.9328,Brazil,11684.0
Mallikkundam,11.8715,77.9227,India,11684.0
Maliāl,18.7,78.9667,India,11684.0
Berthoud,40.3071,-105.0426,United States,11684.0
Elma,42.8231,-78.6371,United States,11683.0
Hildburghausen,50.4167,10.75,Germany,11682.0
Izola,45.5344,13.6675,Slovenia,11682.0
Hollabrunn,48.5667,16.1,Austria,11681.0
Topolovgrad,42.085,26.337,Bulgaria,11681.0
Venkidanga,10.5167,76.0833,India,11680.0
Tirodi,21.6852,79.7191,India,11680.0
Torri di Quartesolo,45.5167,11.6167,Italy,11680.0
Green River,41.5127,-109.471,United States,11679.0
Sothgaon,26.6046,85.9473,India,11678.0
Cornedo Vicentino,45.6167,11.35,Italy,11678.0
Bellmawr,39.8666,-75.0941,United States,11678.0
Kibi,6.1667,-0.55,Ghana,11677.0
Elland,53.683,-1.84,United Kingdom,11676.0
Vilandai,11.3267,79.3856,India,11675.0
Peligros,37.2333,-3.6333,Spain,11674.0
Bokākhāt,26.6402,93.6005,India,11674.0
Center,40.6483,-80.2977,United States,11674.0
Saint-Estève,42.7142,2.8428,France,11673.0
Bolsover,53.2304,-1.2875,United Kingdom,11673.0
Teroual,34.6667,-5.2667,Morocco,11673.0
Alahina,15.2267,-8.7447,Mali,11673.0
Friendly,38.7601,-76.9642,United States,11673.0
Oliva,-32.0333,-63.5667,Argentina,11672.0
Aylesford,51.3033,0.4796,United Kingdom,11671.0
Ponteland,55.048,-1.747,United Kingdom,11671.0
Talakād,12.1887,77.0289,India,11671.0
Randaberg,58.9994,5.6186,Norway,11671.0
Oboyan,51.2,36.2833,Russia,11671.0
São Sebastião do Uatumã,-2.5719,-57.8708,Brazil,11670.0
Kautālam,15.7711,77.1239,India,11670.0
Fgura,35.8725,14.5228,Malta,11670.0
Franklin,39.5538,-84.2952,United States,11670.0
Lakeland Highlands,27.9572,-81.9496,United States,11669.0
Saint-Cyr-sur-Mer,43.1789,5.7086,France,11668.0
Nellipāka,17.7679,80.8567,India,11668.0
Keolāri,22.3697,79.906,India,11668.0
Kāranchedu,15.8823,80.317,India,11667.0
Bayyanagūdem,17.125,81.3628,India,11666.0
Befotaka,-17.0833,48.9667,Madagascar,11666.0
Elavalli,10.5667,76.0833,India,11665.0
Chittāttukara,10.5667,76.0833,India,11665.0
Matmata,34.1,-4.55,Morocco,11665.0
Granbury,32.4475,-97.7702,United States,11665.0
Narasāpuram,17.1016,81.0765,India,11663.0
Terenos,-20.4419,-54.86,Brazil,11662.0
Bryn,53.499,-2.657,United Kingdom,11662.0
Ponte San Pietro,45.6978,9.5881,Italy,11660.0
Davenport,28.1587,-81.6083,United States,11660.0
Lajosmizse,47.0264,19.5575,Hungary,11659.0
Marotta,43.7697,13.1369,Italy,11659.0
Lower Burrell,40.5818,-79.7141,United States,11659.0
Schwieberdingen,48.8778,9.075,Germany,11658.0
Lardero,42.4333,-2.4667,Spain,11658.0
Bagaura,26.0388,84.4624,India,11658.0
Stokke,59.2236,10.3002,Norway,11657.0
Villa General Belgrano,-31.9667,-64.5667,Argentina,11656.0
Berlaar,51.1179,4.658,Belgium,11656.0
Bhainsahi,26.4404,84.5443,India,11656.0
Allūr,14.68,80.06,India,11656.0
Brookhaven,31.5803,-90.4432,United States,11656.0
Pepperell,42.6713,-71.6043,United States,11656.0
Jardim do Seridó,-6.5839,-36.7739,Brazil,11655.0
Zofingen,47.2884,7.9475,Switzerland,11655.0
San Pedro Ixcatlán,18.15,-96.5,Mexico,11653.0
Méricourt,50.4031,2.8667,France,11651.0
Nandavaram,15.8535,77.4843,India,11651.0
Panamaram,11.739,76.073,India,11651.0
Villecresnes,48.7214,2.5342,France,11650.0
Sukurhutu,23.4433,85.2917,India,11650.0
Yirol,6.5525,30.4981,South Sudan,11650.0
Hidaka,42.4833,142.0667,Japan,11648.0
Lakri,26.2323,84.6933,India,11647.0
Jangy-Kyshtak,40.55,72.7306,Kyrgyzstan,11647.0
Prudhoe,54.961,-1.849,United Kingdom,11646.0
Samesi,26.6145,81.1017,India,11646.0
Lessogou,13.8118,-3.6026,Mali,11646.0
Mixtla de Altamirano,18.6,-97.0,Mexico,11646.0
Babayevo,59.3833,35.9167,Russia,11646.0
Fatehābād,26.0652,84.9722,India,11645.0
Carver,41.8739,-70.7563,United States,11645.0
Mendota Heights,44.8815,-93.14,United States,11644.0
Hamilton Square,40.2248,-74.6526,United States,11643.0
Kāttakampāla,10.6833,76.0333,India,11642.0
Isāpur,25.4122,86.9893,India,11642.0
Mitai,32.7117,131.3078,Japan,11642.0
Isaka,-21.1401,47.0172,Madagascar,11642.0
Ansião,39.9167,-8.4333,Portugal,11642.0
South Yarmouth,41.6692,-70.2005,United States,11642.0
Brock,44.3167,-79.0833,Canada,11642.0
Cowdenbeath,56.11,-3.35,United Kingdom,11640.0
Isaszeg,47.5333,19.4,Hungary,11640.0
Zaoqiao,24.65,120.8667,Taiwan,11639.0
Kizhakkanela,8.652,76.8701,India,11638.0
Guttenberg,40.7928,-74.0049,United States,11638.0
L’Île-Perrot,45.3833,-73.95,Canada,11638.0
Durbuy,50.3523,5.4568,Belgium,11637.0
Diósd,47.4042,18.9458,Hungary,11637.0
Dhanaura,25.1905,87.2595,India,11637.0
Kunkalagunta,16.2969,79.8866,India,11637.0
Kremenki,54.8833,37.1167,Russia,11637.0
Zara,39.895,37.7531,Turkey,11636.0
Candelaria,10.4592,-74.8806,Colombia,11635.0
Sonāda,26.962,88.2684,India,11635.0
Lundazi,-12.3,33.1833,Zambia,11635.0
Alcoa,35.8076,-83.9753,United States,11635.0
Hemiksem,51.15,4.35,Belgium,11634.0
Karmauli,26.4502,86.1033,India,11634.0
Siur,24.8166,85.6728,India,11634.0
University of California-Santa Barbara,34.4151,-119.8568,United States,11634.0
Nzeto,-7.2333,12.8667,Angola,11633.0
Guaiçara,-21.6219,-49.7986,Brazil,11633.0
Knin,44.0333,16.1833,Croatia,11633.0
Elverum,60.8833,11.5667,Norway,11633.0
Angicos,-5.6658,-36.6008,Brazil,11632.0
Diao’ecun,40.7,115.9,China,11631.0
La Esperanza,14.3081,-88.1768,Honduras,11631.0
Motegi,36.5321,140.1876,Japan,11631.0
Dérassi,10.1667,3.2667,Benin,11630.0
Berwick-Upon-Tweed,55.7692,-2.0025,United Kingdom,11630.0
Tlachichilco,20.6217,-98.1994,Mexico,11630.0
Bad Nenndorf,52.3369,9.3786,Germany,11629.0
Dammapeta,17.2667,81.0167,India,11629.0
Egersund,58.45,6.0067,Norway,11629.0
Ermenek,36.6389,32.8925,Turkey,11629.0
Seven Hills,41.3803,-81.6736,United States,11628.0
Weiz,47.2169,15.6331,Austria,11627.0
Velké Meziříčí,49.3553,16.0122,Czechia,11627.0
Miami Shores,25.867,-80.1779,United States,11627.0
Pongode,16.9246,79.7343,India,11626.0
Chebrolu,16.1967,80.525,India,11626.0
Plano,41.6757,-88.5293,United States,11626.0
Kallakkudi,10.9767,78.9525,India,11625.0
Porecatu,-22.7558,-51.3789,Brazil,11624.0
Fdérik,22.6783,-12.7114,Mauritania,11623.0
Castalla,38.5967,-0.6708,Spain,11622.0
Ichinomiya,35.3667,140.3667,Japan,11622.0
Tepetzintla,19.9667,-97.8333,Mexico,11622.0
Nawā Nagar Nizāmat,26.2895,84.9351,India,11621.0
Canton,44.5802,-75.1978,United States,11620.0
Henley on Thames,51.5357,-0.903,United Kingdom,11619.0
Lubaczów,50.1667,23.1167,Poland,11619.0
Bucyrus,40.8054,-82.9719,United States,11619.0
Alum Rock,37.3694,-121.8238,United States,11619.0
Annappes,50.6264,3.1506,France,11618.0
Bolbec,49.57,0.47,France,11618.0
Lenvik,69.3836,17.9675,Norway,11618.0
Māhta,31.6647,75.2509,India,11617.0
Nallūr,14.0871,75.8778,India,11617.0
Tamanar,31.0,-9.6667,Morocco,11617.0
Ban Mae Tuen,18.01,98.8809,Thailand,11617.0
Yorktown,40.183,-85.5123,United States,11617.0
Balaxanı,40.4625,49.9189,Azerbaijan,11615.0
Ielmo Marinho,-5.8239,-35.5528,Brazil,11615.0
Kotra,22.7062,88.5411,India,11615.0
Summerland,49.6006,-119.6778,Canada,11615.0
Baghambarpur,26.8075,84.4059,India,11614.0
Tuktukan,14.528,121.0718,Philippines,11614.0
Spring Lake,35.1843,-78.9962,United States,11613.0
Ibicuitinga,-4.9739,-38.6389,Brazil,11611.0
Xexéu,-8.8019,-35.6269,Brazil,11611.0
Manabo,17.43,120.7,Philippines,11611.0
Piraúba,-21.2758,-43.0258,Brazil,11610.0
Sinzheim,48.7619,8.1669,Germany,11610.0
Ziyodin Shaharchasi,40.0342,65.6547,Uzbekistan,11610.0
Veyrier,46.1667,6.1833,Switzerland,11609.0
Betmangala,13.0085,78.3282,India,11606.0
Rokiškis,55.9667,25.5833,Lithuania,11606.0
Ambohimahasoa,-21.1063,47.2146,Madagascar,11606.0
Sint Anthonis,51.6258,5.8811,Netherlands,11606.0
Payshamba Shahri,40.0078,66.2372,Uzbekistan,11606.0
Georgetown,31.9849,-81.226,United States,11606.0
Qaşr-e Qand,26.2356,60.7408,Iran,11605.0
Town and Country,38.6317,-90.479,United States,11605.0
Rāyavaram,17.3608,81.753,India,11604.0
Minden,32.6187,-93.2762,United States,11604.0
Ascot,51.4084,-0.6707,United Kingdom,11603.0
Sunninghill,51.4025,-0.655,United Kingdom,11603.0
Bad Schwalbach,50.1333,8.0667,Germany,11602.0
Gararu,-9.9675,-37.0833,Brazil,11601.0
Sewāi,23.6175,85.6783,India,11601.0
Kolnād,12.9,75.03,India,11601.0
Cruzeiro do Sul,-29.5128,-51.985,Brazil,11600.0
Tafaraoui,35.4833,-0.5167,Algeria,11600.0
Gusinoozërsk,51.2833,106.5167,Russia,11600.0
Cadale,2.7603,46.3222,Somalia,11600.0
Ringwood,41.1065,-74.2749,United States,11600.0
Fuente de Oro,3.4667,-73.6167,Colombia,11599.0
Devipattinam,9.477,78.8961,India,11599.0
Shuinancun,23.2995,112.3753,China,11598.0
Ādūru,12.5583,75.1357,India,11598.0
Gansbaai,-34.5828,19.3522,South Africa,11598.0
Santa Comba Dão,40.3981,-8.1303,Portugal,11597.0
Stelle,53.3667,10.1167,Germany,11596.0
Renāpur,18.5167,76.6,India,11596.0
Jiquipilas,16.6683,-93.6444,Mexico,11596.0
New Baltimore,38.7495,-77.7151,United States,11595.0
Raubling,47.7881,12.1047,Germany,11594.0
Enghien-les-Bains,48.9697,2.3081,France,11594.0
Guraahai,33.6449,74.2301,India,11594.0
Lindon,40.3414,-111.7187,United States,11594.0
Chatham,47.0443,-65.3781,Canada,11594.0
Bassersdorf,47.4431,8.6283,Switzerland,11593.0
Halsūr,18.0176,77.0098,India,11593.0
Ankli,16.42,74.58,India,11593.0
Phon,15.816,102.5998,Thailand,11593.0
Zero Branco,45.6,12.1667,Italy,11592.0
Tilougguit,32.0333,-6.2,Morocco,11592.0
Huandacareo,19.9906,-101.275,Mexico,11592.0
La Massana,42.5444,1.5144,Andorra,11591.0
Überherrn,49.25,6.7,Germany,11591.0
Santa Lucía,-28.9833,-59.1,Argentina,11589.0
Sablan,16.4967,120.4875,Philippines,11588.0
Ross-Bétio,16.2793,-16.1398,Senegal,11588.0
Lakeland Village,33.648,-117.3706,United States,11587.0
Lençóis,-12.5628,-41.39,Brazil,11586.0
Sākib,32.2854,35.8113,Jordan,11586.0
St. Clements,50.2689,-96.6742,Canada,11586.0
Elgóibar,43.2142,-2.4169,Spain,11585.0
Khimlāsa,24.2058,78.3639,India,11585.0
Morūr,11.4221,77.8743,India,11585.0
Casteldaccia,38.05,13.5333,Italy,11585.0
Wendell,35.7819,-78.3952,United States,11585.0
Greensburg,39.3518,-85.5028,United States,11585.0
Santa Lucía,10.3167,-74.95,Colombia,11584.0
Bruay-sur-l’Escaut,50.3989,3.5403,France,11584.0
Vadakkumbāgam,10.1487,76.4159,India,11584.0
Gainza,13.6167,123.1414,Philippines,11584.0
Kurabalakota,13.65,78.4833,India,11583.0
Novoīshīmskīy,53.1981,66.7694,Kazakhstan,11583.0
Mangabe,-16.9202,49.4476,Madagascar,11583.0
Eningen unter Achalm,48.4831,9.2522,Germany,11582.0
Yercaud,11.7794,78.2034,India,11582.0
Santa Genoveva de Docordó,4.2586,-77.3675,Colombia,11579.0
San Josecito,10.0126,-84.1119,Costa Rica,11579.0
Sassenage,45.2058,5.6656,France,11579.0
Wichelen,51.0,3.9667,Belgium,11578.0
Zeuthen,52.35,13.6281,Germany,11578.0
